TF	Gene
TFAP2C	KCTD11
TFAP2C	KCNS2
TFAP2C	KCNN4
TFAP2C	KCNN2
TFAP2C	KCNK9
TFAP2C	KCNK5
TFAP2C	KCNK1
TFAP2C	KCNIP4
TFAP2C	KCND2
TFAP2C	KCMF1
TFAP2C	KAT7
TFAP2C	KAT6B
TFAP2C	KANSL1
TFAP2C	JUP
TFAP2C	JUND
TFAP2C	JUNB
TFAP2C	JPX
TFAP2C	JPH2
TFAP2C	JOSD2
TFAP2C	JOSD1
TFAP2C	JMJD8
TFAP2C	JARID2
TFAP2C	JAK3
TFAP2C	ITPR2
TFAP2C	ITPKA
TFAP2C	ITPK1
TFAP2C	ITIH4
TFAP2C	ITGB5
TFAP2C	ITGB4
TFAP2C	ITGB1
TFAP2C	ISG15
TFAP2C	ISCA1
TFAP2C	IRX4
TFAP2C	IRS1
TFAP2C	IRGQ
TFAP2C	IRF2BPL
TFAP2C	IRF1
TFAP2C	IRAK4
TFAP2C	IQCE
TFAP2C	IPO8
TFAP2C	IP6K1
TFAP2C	INVS
TFAP2C	INTS2
TFAP2C	INSM1
TFAP2C	INPP5F
TFAP2C	INPP5A
TFAP2C	INO80D
TFAP2C	INHBC
TFAP2C	INHBB
TFAP2C	INHA
TFAP2C	INF2
TFAP2C	IMPDH1
TFAP2C	IL8
TFAP2C	IL6ST
TFAP2C	IL4I1
TFAP2C	IL24
TFAP2C	IL17REL
TFAP2C	IL17RB
TFAP2C	IL15
TFAP2C	IL11
TFAP2C	IKZF5
TFAP2C	IKBKG
TFAP2C	IKBKAP
TFAP2C	IKBIP
TFAP2C	IGFLR1
TFAP2C	IGFL4
TFAP2C	IGF2BP2
TFAP2C	IFT20
TFAP2C	IFNGR1
TFAP2C	IFNAR1
TFAP2C	IFITM4P
TFAP2C	IFI6
TFAP2C	IFI35
TFAP2C	IFI30
TFAP2C	ID3
TFAP2C	ICOSLG
TFAP2C	ICA1L
TFAP2C	IBTK
TFAP2C	IBA57
TFAP2C	IAH1
TFAP2C	HYI
TFAP2C	HTR6
TFAP2C	HTR1D
TFAP2C	HSPE1-MOB4
TFAP2C	HSPE1
TFAP2C	HSPA9
TFAP2C	HSPA6
TFAP2C	HSPA5
TFAP2C	HSPA1A
TFAP2C	HSP90AA1
TFAP2C	HSF4
TFAP2C	HR
TFAP2C	HPS6
TFAP2C	HPRT1
TFAP2C	HPCAL1
TFAP2C	HOXD11
TFAP2C	HOXC9
TFAP2C	HOXC12
TFAP2C	HOXB6
TFAP2C	HOXA10
TFAP2C	HOXA-AS4
TFAP2C	HOTTIP
TFAP2C	HOMEZ
TFAP2C	HNRNPUL2-BSCL2
TFAP2C	HNRNPUL2
TFAP2C	HNRNPR
TFAP2C	HNRNPH2
TFAP2C	HNRNPH1
TFAP2C	HNRNPF
TFAP2C	HNRNPC
TFAP2C	HNRNPA3
TFAP2C	HMX3
TFAP2C	HMX1
TFAP2C	HMHA1
TFAP2C	HMGXB3
TFAP2C	HMGCL
TFAP2C	HMGA1
TFAP2C	HMCN1
TFAP2C	HM13
TFAP2C	HLCS
TFAP2C	HLA-F-AS1
TFAP2C	HK1
TFAP2C	HIVEP3
TFAP2C	HIST2H3C
TFAP2C	HIST2H3A
TFAP2C	HIST1H4K
TFAP2C	HIST1H4J
TFAP2C	HIST1H4A
TFAP2C	HIP1
TFAP2C	HINT1
TFAP2C	HIGD2B
TFAP2C	HIBADH
TFAP2C	HEY2
TFAP2C	HEY1
TFAP2C	HEXIM1
TFAP2C	HES5
TFAP2C	HES4
TFAP2C	HES1
TFAP2C	HERC5
TFAP2C	HEMK1
TFAP2C	HECTD1
TFAP2C	HDHD3
TFAP2C	HDAC7
TFAP2C	HDAC4
TFAP2C	HCG27
TFAP2C	HCG18
TFAP2C	HCG17
TFAP2C	HCG11
TFAP2C	HBS1L
TFAP2C	HAGH
TFAP2C	HADHB
TFAP2C	H1FX-AS1
TFAP2C	H1F0
TFAP2C	H19
TFAP2C	GUCA2A
TFAP2C	GTPBP5
TFAP2C	GTDC1
TFAP2C	GSTO1
TFAP2C	GSR
TFAP2C	GSN
TFAP2C	GSG1L
TFAP2C	GRWD1
TFAP2C	GRID1
TFAP2C	GREB1L
TFAP2C	GRAMD2
TFAP2C	GRAMD1C
TFAP2C	GRAMD1A
TFAP2C	GPX1
TFAP2C	GPS2
TFAP2C	GPRC5A
TFAP2C	GPR97
TFAP2C	GPR84
TFAP2C	GPR3
TFAP2C	GPR20
TFAP2C	GPR157
TFAP2C	GPR153
TFAP2C	GPR137C
TFAP2C	GPN2
TFAP2C	GPCPD1
TFAP2C	GPC1
TFAP2C	GPATCH2
TFAP2C	GPA33
TFAP2C	GOLIM4
TFAP2C	GOLGA1
TFAP2C	GNPNAT1
TFAP2C	GNB2L1
TFAP2C	GNAS
TFAP2C	GNAO1
TFAP2C	GNA13
TFAP2C	GNA12
TFAP2C	GMFB
TFAP2C	GMDS
TFAP2C	GLUD1
TFAP2C	GLTSCR2
TFAP2C	GLS
TFAP2C	GLA
TFAP2C	GKAP1
TFAP2C	GJC2
TFAP2C	GJB5
TFAP2C	GJB4
TFAP2C	GIT1
TFAP2C	GINS4
TFAP2C	GFM2
TFAP2C	GCN1L1
TFAP2C	GCLM
TFAP2C	GCH1
TFAP2C	GCFC2
TFAP2C	GCAT
TFAP2C	GATAD2A
TFAP2C	GATAD1
TFAP2C	GATA6
TFAP2C	GAS2L3
TFAP2C	GAPVD1
TFAP2C	GAMT
TFAP2C	GALM
TFAP2C	GAL3ST3
TFAP2C	GAL3ST2
TFAP2C	GAL
TFAP2C	GABBR2
TFAP2C	GAA
TFAP2C	G6PD
TFAP2C	FZD5
TFAP2C	FXYD7
TFAP2C	FUT4
TFAP2C	FUCA1
TFAP2C	FTSJ1
TFAP2C	FSCN1
TFAP2C	FRMD6-AS1
TFAP2C	FRK
TFAP2C	FPGS
TFAP2C	FOXO1
TFAP2C	FOXN3
TFAP2C	FOXN2
TFAP2C	FOXI3
TFAP2C	FOXH1
TFAP2C	FOXF2
TFAP2C	FOSL2
TFAP2C	FOPNL
TFAP2C	FNDC8
TFAP2C	FNDC3B
TFAP2C	FNBP1
TFAP2C	FLOT1
TFAP2C	FLNC
TFAP2C	FLNB
TFAP2C	FLJ44511
TFAP2C	FLJ43663
TFAP2C	FLJ42709
TFAP2C	FLJ42351
TFAP2C	FLJ41941
TFAP2C	FLJ41350
TFAP2C	FLJ39639
TFAP2C	FLJ37453
TFAP2C	FLJ35776
TFAP2C	FLJ35390
TFAP2C	FLJ33630
TFAP2C	FLJ33534
TFAP2C	FLJ31813
TFAP2C	FLJ13197
TFAP2C	FLJ12825
TFAP2C	FLJ10038
TFAP2C	FLAD1
TFAP2C	FJX1
TFAP2C	FIG4
TFAP2C	FIBCD1
TFAP2C	FH
TFAP2C	FGFR4
TFAP2C	FGF13
TFAP2C	FGF11
TFAP2C	FGD5-AS1
TFAP2C	FGD3
TFAP2C	FFAR2
TFAP2C	FES
TFAP2C	FERMT2
TFAP2C	FEM1B
TFAP2C	FBXW5
TFAP2C	FBXW4
TFAP2C	FBXW2
TFAP2C	FBXO46
TFAP2C	FBXO45
TFAP2C	FBXO43
TFAP2C	FBXO4
TFAP2C	FBXO22
TFAP2C	FBXO11
TFAP2C	FBXL8
TFAP2C	FBXL7
TFAP2C	FBXL20
TFAP2C	FBXL19
TFAP2C	FBXL16
TFAP2C	FBXL13
TFAP2C	FBLIM1
TFAP2C	FASTKD3
TFAP2C	FASTK
TFAP2C	FAS
TFAP2C	FARSA
TFAP2C	FAR1
TFAP2C	FANCA
TFAP2C	FAM98B
TFAP2C	FAM91A2
TFAP2C	FAM89B
TFAP2C	FAM83F
TFAP2C	FAM83D
TFAP2C	FAM83A
TFAP2C	FAM82A2
TFAP2C	FAM76B
TFAP2C	FAM76A
TFAP2C	FAM65A
TFAP2C	FAM63B
TFAP2C	FAM58A
TFAP2C	FAM50B
TFAP2C	FAM40B
TFAP2C	FAM35A
TFAP2C	FAM221B
TFAP2C	FAM219A
TFAP2C	FAM211A
TFAP2C	FAM20B
TFAP2C	FAM208A
TFAP2C	FAM206A
TFAP2C	FAM19A5
TFAP2C	FAM195A
TFAP2C	FAM186B
TFAP2C	FAM179A
TFAP2C	FAM175A
TFAP2C	FAM173A
TFAP2C	FAM167B
TFAP2C	FAM161B
TFAP2C	FAM160B1
TFAP2C	FAM155B
TFAP2C	FAM155A
TFAP2C	FAM129B
TFAP2C	FAM129A
TFAP2C	FAM117B
TFAP2C	FAM115A
TFAP2C	FAM110D
TFAP2C	FAM105A
TFAP2C	FAM102A
TFAP2C	FAIM
TFAP2C	FAHD1
TFAP2C	FAF1
TFAP2C	FA2H
TFAP2C	F2RL1
TFAP2C	EXTL2
TFAP2C	EXT1
TFAP2C	EXOSC1
TFAP2C	EXOC3L4
TFAP2C	EXOC3
TFAP2C	EVX2
TFAP2C	ETHE1
TFAP2C	ETFB
TFAP2C	ETFA
TFAP2C	ESYT2
TFAP2C	ESYT1
TFAP2C	ESRRA
TFAP2C	ESRP2
TFAP2C	ESCO1
TFAP2C	ERP44
TFAP2C	ERI3
TFAP2C	ERGIC1
TFAP2C	EPHX4
TFAP2C	EPHB2
TFAP2C	EPHA2
TFAP2C	EPC2
TFAP2C	EP300
TFAP2C	EOMES
TFAP2C	ENTPD8
TFAP2C	ENHO
TFAP2C	EML2
TFAP2C	ELN
TFAP2C	ELK1
TFAP2C	ELFN2
TFAP2C	ELF4
TFAP2C	ELF3
TFAP2C	ELF2
TFAP2C	EIF4ENIF1
TFAP2C	EIF4E3
TFAP2C	EIF4A3
TFAP2C	EIF2B5
TFAP2C	EIF2B2
TFAP2C	EID1
TFAP2C	EHD1
TFAP2C	EHBP1L1
TFAP2C	EGR4
TFAP2C	EFNA1
TFAP2C	EFHA1
TFAP2C	EFEMP2
TFAP2C	EFCAB11
TFAP2C	EED
TFAP2C	EEA1
TFAP2C	EDEM1
TFAP2C	EDC4
TFAP2C	EDA
TFAP2C	EBF3
TFAP2C	DZIP1L
TFAP2C	DYRK3
TFAP2C	DYNLT3
TFAP2C	DVL1
TFAP2C	DUT
TFAP2C	DUSP5
TFAP2C	DUSP4
TFAP2C	DUSP27
TFAP2C	DUSP16
TFAP2C	DUSP13
TFAP2C	DTWD2
TFAP2C	DTNBP1
TFAP2C	DSTYK
TFAP2C	DSN1
TFAP2C	DRAM2
TFAP2C	DQX1
TFAP2C	DPY19L1
TFAP2C	DPH5
TFAP2C	DOLK
TFAP2C	DOK7
TFAP2C	DOCK3
TFAP2C	DOCK2
TFAP2C	DOC2B
TFAP2C	DNTTIP1
TFAP2C	DNM1
TFAP2C	DNLZ
TFAP2C	DNASE1L1
TFAP2C	DNAJC9-AS1
TFAP2C	DNAJC9
TFAP2C	DNAJC6
TFAP2C	DNAJC21
TFAP2C	DNAJC16
TFAP2C	DNAJB9
TFAP2C	DNAJB2
TFAP2C	DNAJA3
TFAP2C	DNAJA2
TFAP2C	DMXL1
TFAP2C	DMPK
TFAP2C	DMGDH
TFAP2C	DLST
TFAP2C	DLL4
TFAP2C	DLGAP1
TFAP2C	DLG5
TFAP2C	DLG4
TFAP2C	DLG2
TFAP2C	DKFZP686I15217
TFAP2C	DKFZP564C196
TFAP2C	DKFZP434A062
TFAP2C	DISP1
TFAP2C	DIO3
TFAP2C	DIDO1
TFAP2C	DICER1-AS1
TFAP2C	DIAPH3
TFAP2C	DIAPH2
TFAP2C	DHX9
TFAP2C	DHTKD1
TFAP2C	DHRS12
TFAP2C	DGKI
TFAP2C	DGCR8
TFAP2C	DESI2
TFAP2C	DEPDC5
TFAP2C	DEPDC1B
TFAP2C	DENND4B
TFAP2C	DENND4A
TFAP2C	DENND1A
TFAP2C	DECR2
TFAP2C	DDX59
TFAP2C	DDX58
TFAP2C	DDX54
TFAP2C	DDX5
TFAP2C	DDX39B
TFAP2C	DDX17
TFAP2C	DDR1
TFAP2C	DDHD2
TFAP2C	DDB1
TFAP2C	DDAH2
TFAP2C	DDAH1
TFAP2C	DCUN1D2
TFAP2C	DCPS
TFAP2C	DCK
TFAP2C	DCAKD
TFAP2C	DCAF7
TFAP2C	DCAF6
TFAP2C	DCAF17
TFAP2C	DCAF16
TFAP2C	DCAF15
TFAP2C	DAZAP1
TFAP2C	DALRD3
TFAP2C	DAK
TFAP2C	DAGLB
TFAP2C	DAG1
TFAP2C	DACT3
TFAP2C	CYTH2
TFAP2C	CYP51A1
TFAP2C	CYP20A1
TFAP2C	CYB5R1
TFAP2C	CYB561D2
TFAP2C	CYB561
TFAP2C	CXorf38
TFAP2C	CXADR
TFAP2C	CTR9
TFAP2C	CTNNAL1
TFAP2C	CTDP1
TFAP2C	CTCF
TFAP2C	CTBP1-AS1
TFAP2C	CTBP1
TFAP2C	CT62
TFAP2C	CSTA
TFAP2C	CST9
TFAP2C	CSPG4
TFAP2C	CSNK2B
TFAP2C	CSMD3
TFAP2C	CSF3R
TFAP2C	CSF3
TFAP2C	CSAD
TFAP2C	CRYM-AS1
TFAP2C	CRTC3
TFAP2C	CRTAC1
TFAP2C	CRLF1
TFAP2C	CRELD1
TFAP2C	CRAMP1L
TFAP2C	CPT1A
TFAP2C	CPNE8
TFAP2C	CPNE2
TFAP2C	COX8A
TFAP2C	COX6A1
TFAP2C	COX5B
TFAP2C	COQ6
TFAP2C	COQ4
TFAP2C	COQ2
TFAP2C	COQ10B
TFAP2C	COQ10A
TFAP2C	COPS5
TFAP2C	COPS3
TFAP2C	COMTD1
TFAP2C	COL7A1
TFAP2C	COL5A1
TFAP2C	COL4A4
TFAP2C	COL4A3
TFAP2C	COL27A1
TFAP2C	COL12A1
TFAP2C	COBLL1
TFAP2C	COBL
TFAP2C	CNTNAP1
TFAP2C	CNTLN
TFAP2C	CNP
TFAP2C	CNOT6L
TFAP2C	CNOT2
TFAP2C	CNNM4
TFAP2C	CNNM3
TFAP2C	CNNM1
TFAP2C	CNGA1
TFAP2C	CLUAP1
TFAP2C	CLTB
TFAP2C	CLTA
TFAP2C	CLSTN1
TFAP2C	CLNS1A
TFAP2C	CLN3
TFAP2C	CLK2
TFAP2C	CLIC4
TFAP2C	CLIC3
TFAP2C	CLDN4
TFAP2C	CLCN4
TFAP2C	CLCN2
TFAP2C	CLCF1
TFAP2C	CKS2
TFAP2C	CITED4
TFAP2C	CISH
TFAP2C	CIRH1A
TFAP2C	CIRBP-AS1
TFAP2C	CIRBP
TFAP2C	CIB1
TFAP2C	CHTOP
TFAP2C	CHST6
TFAP2C	CHST1
TFAP2C	CHPT1
TFAP2C	CHPF
TFAP2C	CHMP1A
TFAP2C	CHKA
TFAP2C	CHDH
TFAP2C	CHD7
TFAP2C	CHCHD8
TFAP2C	CHAMP1
TFAP2C	CGGBP1
TFAP2C	CFLAR
TFAP2C	CFL1
TFAP2C	CFDP1
TFAP2C	CFD
TFAP2C	CERS5
TFAP2C	CEP95
TFAP2C	CEP78
TFAP2C	CEP57L1
TFAP2C	CEP290
TFAP2C	CEP250
TFAP2C	CEP135
TFAP2C	CEP112
TFAP2C	CENPJ
TFAP2C	CENPB
TFAP2C	CELSR2
TFAP2C	CELSR1
TFAP2C	CELF6
TFAP2C	CELF4
TFAP2C	CELF2
TFAP2C	CEBPG
TFAP2C	CEBPD
TFAP2C	CDX2
TFAP2C	CDV3
TFAP2C	CDR2
TFAP2C	CDKN2A
TFAP2C	CDKL3
TFAP2C	CDK9
TFAP2C	CDK6
TFAP2C	CDK5R2
TFAP2C	CDK5
TFAP2C	CDK3
TFAP2C	CDK2AP2
TFAP2C	CDK2AP1
TFAP2C	CDK2
TFAP2C	CDK18
TFAP2C	CDK16
TFAP2C	CDHR2
TFAP2C	CDH22
TFAP2C	CDCP2
TFAP2C	CDCA7L
TFAP2C	CDCA7
TFAP2C	CDCA4
TFAP2C	CDC73
TFAP2C	CDC42EP4
TFAP2C	CDC42BPG
TFAP2C	CDC40
TFAP2C	CDC26
TFAP2C	CDC25A
TFAP2C	CDC16
TFAP2C	CDC14A
TFAP2C	CD59
TFAP2C	CD46
TFAP2C	CD44
TFAP2C	CD3EAP
TFAP2C	CD320
TFAP2C	CD300LG
TFAP2C	CD14
TFAP2C	CCT4
TFAP2C	CCNYL1
TFAP2C	CCNO
TFAP2C	CCNK
TFAP2C	CCNF
TFAP2C	CCDC92
TFAP2C	CCDC88C
TFAP2C	CCDC85C
TFAP2C	CCDC7
TFAP2C	CCDC57
TFAP2C	CCDC47
TFAP2C	CCDC38
TFAP2C	CCDC3
TFAP2C	CCDC28A
TFAP2C	CCDC169-SOHLH2
TFAP2C	CCDC169
TFAP2C	CCDC162P
TFAP2C	CCDC130
TFAP2C	CCDC107
TFAP2C	CCDC101
TFAP2C	CC2D1B
TFAP2C	CBX7
TFAP2C	CBX6
TFAP2C	CBX3P2
TFAP2C	CBWD6
TFAP2C	CBWD5
TFAP2C	CBWD3
TFAP2C	CBWD1
TFAP2C	CBR3
TFAP2C	CBFA2T2
TFAP2C	CATSPERD
TFAP2C	CASP9
TFAP2C	CASP6
TFAP2C	CASKIN1
TFAP2C	CARS2
TFAP2C	CARD10
TFAP2C	CANT1
TFAP2C	CAMKK2
TFAP2C	CAMKK1
TFAP2C	CALR
TFAP2C	CACNG4
TFAP2C	CACNB3
TFAP2C	CACNA2D2
TFAP2C	CACNA2D1
TFAP2C	CABIN1
TFAP2C	C9orf96
TFAP2C	C9orf89
TFAP2C	C9orf69
TFAP2C	C9orf41
TFAP2C	C9orf172
TFAP2C	C8orf73
TFAP2C	C8orf58
TFAP2C	C8orf31
TFAP2C	C6orf89
TFAP2C	C6orf62
TFAP2C	C6orf228
TFAP2C	C6orf211
TFAP2C	C6orf203
TFAP2C	C6orf147
TFAP2C	C5orf56
TFAP2C	C5orf55
TFAP2C	C5orf30
TFAP2C	C4orf36
TFAP2C	C3orf71
TFAP2C	C3orf37
TFAP2C	C3orf23
TFAP2C	C3orf18
TFAP2C	C2orf91
TFAP2C	C2orf81
TFAP2C	C2orf50
TFAP2C	C2orf43
TFAP2C	C2orf28
TFAP2C	C2orf15
TFAP2C	C2CD2L
TFAP2C	C21orf91
TFAP2C	C21orf58
TFAP2C	C21orf2
TFAP2C	C20orf141
TFAP2C	C20orf132
TFAP2C	C20orf112
TFAP2C	C20orf111
TFAP2C	C1orf98
TFAP2C	C1orf86
TFAP2C	C1orf55
TFAP2C	C1orf53
TFAP2C	C1orf220
TFAP2C	C1orf213
TFAP2C	C1orf187
TFAP2C	C1orf180
TFAP2C	C1orf159
TFAP2C	C1orf151-NBL1
TFAP2C	C1orf135
TFAP2C	C1QTNF1
TFAP2C	C1QL2
TFAP2C	C1GALT1
TFAP2C	C19orf54
TFAP2C	C19orf48
TFAP2C	C19orf33
TFAP2C	C19orf29
TFAP2C	C18orf25
TFAP2C	C17orf99
TFAP2C	C17orf85
TFAP2C	C17orf82
TFAP2C	C17orf59
TFAP2C	C17orf110
TFAP2C	C17orf100
TFAP2C	C16orf72
TFAP2C	C16orf55
TFAP2C	C16orf53
TFAP2C	C16orf5
TFAP2C	C15orf61
TFAP2C	C15orf57
TFAP2C	C15orf39
TFAP2C	C15orf38-AP3S2
TFAP2C	C15orf38
TFAP2C	C15orf29
TFAP2C	C14orf80
TFAP2C	C14orf182
TFAP2C	C14orf162
TFAP2C	C14orf159
TFAP2C	C12orf66
TFAP2C	C12orf61
TFAP2C	C12orf53
TFAP2C	C12orf35
TFAP2C	C12orf33
TFAP2C	C12orf23
TFAP2C	C11orf9
TFAP2C	C11orf86
TFAP2C	C11orf67
TFAP2C	C11orf2
TFAP2C	C10orf91
TFAP2C	C10orf62
TFAP2C	C10orf46
TFAP2C	C10orf131
TFAP2C	BUB1B
TFAP2C	BTK
TFAP2C	BTBD3
TFAP2C	BTBD19
TFAP2C	BTBD16
TFAP2C	BTBD1
TFAP2C	BST2
TFAP2C	BSG
TFAP2C	BRSK1
TFAP2C	BRF2
TFAP2C	BRD2
TFAP2C	BRD1
TFAP2C	BRCA2
TFAP2C	BRAT1
TFAP2C	BRAF
TFAP2C	BOP1
TFAP2C	BNC1
TFAP2C	BMPR2
TFAP2C	BMP1
TFAP2C	BLZF1
TFAP2C	BLMH
TFAP2C	BIRC7
TFAP2C	BIRC3
TFAP2C	BHLHE40
TFAP2C	BHLHE23
TFAP2C	BFAR
TFAP2C	BEST3
TFAP2C	BEND3
TFAP2C	BDNF
TFAP2C	BCRP2
TFAP2C	BCR
TFAP2C	BCL9L
TFAP2C	BCL7B
TFAP2C	BCL2L1
TFAP2C	BCKDK
TFAP2C	BCKDHB
TFAP2C	BCKDHA
TFAP2C	BCAT2
TFAP2C	BCAS4
TFAP2C	BCAN
TFAP2C	BBS4
TFAP2C	BAZ2A
TFAP2C	BARX1
TFAP2C	BAMBI
TFAP2C	BAIAP2
TFAP2C	BAHD1
TFAP2C	BAG5
TFAP2C	BAG4
TFAP2C	BAD
TFAP2C	B4GALT5
TFAP2C	B4GALT1
TFAP2C	B4GALNT1
TFAP2C	AZI2
TFAP2C	AVPR2
TFAP2C	AVPI1
TFAP2C	AURKAIP1
TFAP2C	AUP1
TFAP2C	ATXN7L3
TFAP2C	ATXN2
TFAP2C	ATXN10
TFAP2C	ATPAF2
TFAP2C	ATP5S
TFAP2C	ATP5H
TFAP2C	ATP5E
TFAP2C	ATP1B3
TFAP2C	ATP1B2
TFAP2C	ATP1A1
TFAP2C	ATN1
TFAP2C	ATL3
TFAP2C	ATG9B
TFAP2C	ATG3
TFAP2C	ATG2A
TFAP2C	ATG16L1
TFAP2C	ATF5
TFAP2C	ATF2
TFAP2C	ASPH
TFAP2C	ASPDH
TFAP2C	ASNS
TFAP2C	ASNA1
TFAP2C	ASIC4
TFAP2C	ASF1B
TFAP2C	ASCC3
TFAP2C	ASB1
TFAP2C	ARSA
TFAP2C	ARPC5
TFAP2C	ARPC4-TTLL3
TFAP2C	ARPC4
TFAP2C	ARNTL2
TFAP2C	ARNTL
TFAP2C	ARMC10
TFAP2C	ARL6IP1
TFAP2C	ARL6
TFAP2C	ARL4A
TFAP2C	ARID5B
TFAP2C	ARID5A
TFAP2C	ARID3A
TFAP2C	ARID1A
TFAP2C	ARHGEF17
TFAP2C	ARHGAP27
TFAP2C	ARFRP1
TFAP2C	ARFIP2
TFAP2C	ARF4
TFAP2C	ARAP1
TFAP2C	AQP1
TFAP2C	APOBR
TFAP2C	APOA2
TFAP2C	APOA1BP
TFAP2C	APLP2
TFAP2C	APITD1-CORT
TFAP2C	APITD1
TFAP2C	APEH
TFAP2C	APBA1
TFAP2C	APAF1
TFAP2C	AP5S1
TFAP2C	AP4B1
TFAP2C	AP3S2
TFAP2C	AP1S2
TFAP2C	AP1G2
TFAP2C	ANXA6
TFAP2C	ANO8
TFAP2C	ANLN
TFAP2C	ANKS1A
TFAP2C	ANKRD36B
TFAP2C	ANKRD36
TFAP2C	ANKRD33B
TFAP2C	ANKRD27
TFAP2C	ANKRD17
TFAP2C	ANKRD13B
TFAP2C	ANKRD10
TFAP2C	ANKRD1
TFAP2C	ANKHD1-EIF4EBP3
TFAP2C	ANKHD1
TFAP2C	ANKH
TFAP2C	ANAPC13
TFAP2C	AMOTL2
TFAP2C	AMMECR1L
TFAP2C	AMIGO2
TFAP2C	AMDHD1
TFAP2C	AMD1
TFAP2C	ALX4
TFAP2C	ALS2CR8
TFAP2C	ALOXE3
TFAP2C	ALOX12B
TFAP2C	ALMS1
TFAP2C	ALG3
TFAP2C	ALG10
TFAP2C	ALDH3B1
TFAP2C	ALDH1B1
TFAP2C	ALDH16A1
TFAP2C	AKT1S1
TFAP2C	AKIRIN2
TFAP2C	AKAP1
TFAP2C	AJUBA
TFAP2C	AIMP2
TFAP2C	AGXT2L2
TFAP2C	AGPHD1
TFAP2C	AGPAT2
TFAP2C	AGMAT
TFAP2C	AGBL5
TFAP2C	AFTPH
TFAP2C	AFF1
TFAP2C	ADSSL1
TFAP2C	ADSS
TFAP2C	ADRA1B
TFAP2C	ADK
TFAP2C	ADI1
TFAP2C	ADCY9
TFAP2C	ADCY8
TFAP2C	ADCY1
TFAP2C	ADAMTS18
TFAP2C	ADAM9
TFAP2C	ADAM17
TFAP2C	ADAM10
TFAP2C	ACY1
TFAP2C	ACVR2B
TFAP2C	ACTR1B
TFAP2C	ACTR1A
TFAP2C	ACTR10
TFAP2C	ACTC1
TFAP2C	ACSL3
TFAP2C	ACSF3
TFAP2C	ACOT7
TFAP2C	ACO1
TFAP2C	ACLY
TFAP2C	ACD
TFAP2C	ACBD6
TFAP2C	ACBD4
TFAP2C	ACAT2
TFAP2C	ACADVL
TFAP2C	ACAD9
TFAP2C	ACACA
TFAP2C	ABTB2
TFAP2C	ABTB1
TFAP2C	ABT1
TFAP2C	ABR
TFAP2C	ABHD5
TFAP2C	ABHD3
TFAP2C	ABHD15
TFAP2C	ABHD11
TFAP2C	ABHD1
TFAP2C	ABCC5
TFAP2C	ABCB8
TFAP2C	ABCB10
TFAP2C	ABCA11P
TFAP2C	AAMP
TFAP2B	IRAK2
TFAP2B	DRD1
TFAP2A	ZYX
TFAP2A	ZYG11A
TFAP2A	ZXDB
TFAP2A	ZXDA
TFAP2A	ZSCAN2
TFAP2A	ZP3
TFAP2A	ZNRF3-AS1
TFAP2A	ZNRF2P1
TFAP2A	ZNRF1
TFAP2A	ZNRD1-AS1
TFAP2A	ZNFX1-AS1
TFAP2A	ZNF862
TFAP2A	ZNF84
TFAP2A	ZNF799
TFAP2A	ZNF787
TFAP2A	ZNF783
TFAP2A	ZNF775
TFAP2A	ZNF774
TFAP2A	ZNF766
TFAP2A	ZNF76
TFAP2A	ZNF703
TFAP2A	ZNF696
TFAP2A	ZNF689
TFAP2A	ZNF675
TFAP2A	ZNF672
TFAP2A	ZNF641
TFAP2A	ZNF639
TFAP2A	ZNF608
TFAP2A	ZNF607
TFAP2A	ZNF593
TFAP2A	ZNF573
TFAP2A	ZNF566
TFAP2A	ZNF527
TFAP2A	ZNF526
TFAP2A	ZNF511
TFAP2A	ZNF507
TFAP2A	ZNF500
TFAP2A	ZNF497
TFAP2A	ZNF488
TFAP2A	ZNF449
TFAP2A	ZNF443
TFAP2A	ZNF438
TFAP2A	ZNF436
TFAP2A	ZNF426
TFAP2A	ZNF385B
TFAP2A	ZNF37BP
TFAP2A	ZNF341
TFAP2A	ZNF33A
TFAP2A	ZNF335
TFAP2A	ZNF326
TFAP2A	ZNF323
TFAP2A	ZNF319
TFAP2A	ZNF318
TFAP2A	ZNF302
TFAP2A	ZNF295
TFAP2A	ZNF282
TFAP2A	ZNF280B
TFAP2A	ZNF25
TFAP2A	ZNF248
TFAP2A	ZNF24
TFAP2A	ZNF219
TFAP2A	ZNF192
TFAP2A	ZNF181
TFAP2A	ZNF155
TFAP2A	ZNF143
TFAP2A	ZNF10
TFAP2A	ZMYND8
TFAP2A	ZMYND12
TFAP2A	ZMYM6NB
TFAP2A	ZMAT5
TFAP2A	ZKSCAN2
TFAP2A	ZIC2
TFAP2A	ZHX2
TFAP2A	ZHX1-C8ORF76
TFAP2A	ZHX1
TFAP2A	ZFYVE9
TFAP2A	ZFYVE27
TFAP2A	ZFPL1
TFAP2A	ZFP64
TFAP2A	ZFP62
TFAP2A	ZFP36L1
TFAP2A	ZFP161
TFAP2A	ZFHX3
TFAP2A	ZFHX2
TFAP2A	ZFAND6
TFAP2A	ZFAND5
TFAP2A	ZFAND4
TFAP2A	ZER1
TFAP2A	ZEB2-AS1
TFAP2A	ZDHHC4
TFAP2A	ZDHHC23
TFAP2A	ZDHHC22
TFAP2A	ZDHHC17
TFAP2A	ZDHHC16
TFAP2A	ZDHHC12
TFAP2A	ZDBF2
TFAP2A	ZCWPW1
TFAP2A	ZCCHC24
TFAP2A	ZC3H14
